dataset,run_id,test_accuracy,num_test,num_misclassified,Random_APFD,Random_PFD@10,Random_PFD@20,DeepGini_APFD,DeepGini_PFD@10,DeepGini_PFD@20,Entropy_APFD,Entropy_PFD@10,Entropy_PFD@20,VanillaSM_APFD,VanillaSM_PFD@10,VanillaSM_PFD@20,PCS_APFD,PCS_PFD@10,PCS_PFD@20,Filo-Priori_APFD,Filo-Priori_PFD@10,Filo-Priori_PFD@20
cora,0,0.731,1000,269,0.49295092936802976,0.09925650557620817,0.1877323420074349,0.7123698884758364,0.241635687732342,0.4721189591078067,0.7235520446096654,0.241635687732342,0.4684014869888476,0.7112434944237918,0.24907063197026022,0.4721189591078067,0.7123921933085502,0.24535315985130113,0.4721189591078067,0.8353289962825279,0.36059479553903345,0.654275092936803
