method_name,build_id,apfd
Filo-Priori (w/o Cross-Attention),55,0.6279761904761905
Filo-Priori (w/o Cross-Attention),56,0.9444444444444444
Filo-Priori (w/o Cross-Attention),57,0.5666666666666668
Filo-Priori (w/o Cross-Attention),58,0.875
Filo-Priori (w/o Cross-Attention),59,0.625
Filo-Priori (w/o Cross-Attention),60,0.4772727272727273
Filo-Priori (w/o Cross-Attention),61,0.30000000000000004
Filo-Priori (w/o Cross-Attention),62,0.6666666666666666
Filo-Priori (w/o Cross-Attention),63,0.875
Filo-Priori (w/o Cross-Attention),64,0.1875
Filo-Priori (w/o Cross-Attention),65,0.23076923076923078
Filo-Priori (w/o Cross-Attention),66,0.875
Filo-Priori (w/o Cross-Attention),67,0.5480769230769231
Filo-Priori (w/o Cross-Attention),68,0.59375
Filo-Priori (w/o Cross-Attention),69,0.46875
Filo-Priori (w/o Cross-Attention),70,0.7916666666666666
Filo-Priori (w/o Cross-Attention),71,0.6715909090909091
Filo-Priori (w/o Cross-Attention),72,0.75
Filo-Priori (w/o Cross-Attention),73,0.8076923076923077
Filo-Priori (w/o Cross-Attention),74,0.22222222222222227
Filo-Priori (w/o Cross-Attention),75,0.2916666666666667
Filo-Priori (w/o Cross-Attention),76,0.58
Filo-Priori (w/o Cross-Attention),77,0.6666666666666667
Filo-Priori (w/o Cross-Attention),78,0.6566455696202531
Filo-Priori (w/o Cross-Attention),79,0.8958333333333333
Filo-Priori (w/o Cross-Attention),80,0.5694444444444445
Filo-Priori (w/o Cross-Attention),81,0.875
Filo-Priori (w/o Cross-Attention),82,0.7205882352941175
Filo-Priori (w/o Cross-Attention),83,0.4642857142857143
Filo-Priori (w/o Cross-Attention),84,1.0
Filo-Priori (w/o Cross-Attention),85,0.3511904761904762
Filo-Priori (w/o Cross-Attention),86,0.9583333333333334
Filo-Priori (w/o Cross-Attention),87,0.75
Filo-Priori (w/o Cross-Attention),88,0.8624999999999999
Filo-Priori (w/o Cross-Attention),89,0.9027777777777777
Filo-Priori (w/o Cross-Attention),90,0.7000000000000001
Filo-Priori (w/o Cross-Attention),91,0.35000000000000003
Filo-Priori (w/o Cross-Attention),92,0.9
Filo-Priori (w/o Cross-Attention),93,0.9583333333333334
Filo-Priori (w/o Cross-Attention),94,0.9705882352941176
Filo-Priori (w/o Cross-Attention),95,0.5833333333333334
Filo-Priori (w/o Cross-Attention),96,0.24999999999999994
Filo-Priori (w/o Cross-Attention),97,0.92
Filo-Priori (w/o Cross-Attention),98,0.5054347826086957
Filo-Priori (w/o Cross-Attention),99,0.7000000000000001
Filo-Priori (w/o Cross-Attention),100,0.9583333333333334
Filo-Priori (w/o Cross-Attention),101,0.6562499999999999
Filo-Priori (w/o Cross-Attention),102,0.525
Filo-Priori (w/o Cross-Attention),103,0.96875
Filo-Priori (w/o Cross-Attention),104,0.71875
Filo-Priori (w/o Cross-Attention),105,0.9375
Filo-Priori (w/o Cross-Attention),106,0.75
Filo-Priori (w/o Cross-Attention),107,0.5892857142857143
Filo-Priori (w/o Cross-Attention),108,1.0
Filo-Priori (w/o Cross-Attention),109,0.875
Filo-Priori (w/o Cross-Attention),110,0.25000000000000006
Filo-Priori (w/o Cross-Attention),111,0.5555555555555556
Filo-Priori (w/o Cross-Attention),112,0.875
Filo-Priori (w/o Cross-Attention),113,1.0
Filo-Priori (w/o Cross-Attention),114,0.7000000000000001
Filo-Priori (w/o Cross-Attention),115,0.7
Filo-Priori (w/o Cross-Attention),116,0.47500000000000003
Filo-Priori (w/o Cross-Attention),117,0.6956521739130435
Filo-Priori (w/o Cross-Attention),118,0.9285714285714286
Filo-Priori (w/o Cross-Attention),119,0.9509803921568627
Filo-Priori (w/o Cross-Attention),120,0.49999999999999994
Filo-Priori (w/o Cross-Attention),121,0.22727272727272732
Filo-Priori (w/o Cross-Attention),122,0.18750000000000003
Filo-Priori (w/o Cross-Attention),123,0.5
Filo-Priori (w/o Cross-Attention),124,0.375
Filo-Priori (w/o Cross-Attention),125,0.7000000000000001
Filo-Priori (w/o Cross-Attention),126,0.5833333333333334
Filo-Priori (w/o Cross-Attention),127,0.75
Filo-Priori (w/o Cross-Attention),128,0.6704545454545455
Filo-Priori (w/o Cross-Attention),129,1.0
Filo-Priori (w/o Cross-Attention),130,0.9
Filo-Priori (w/o Cross-Attention),131,1.0
Filo-Priori (w/o Cross-Attention),132,0.9
Filo-Priori (w/o Cross-Attention),133,0.5
Filo-Priori (w/o Cross-Attention),134,0.6428571428571428
Filo-Priori (w/o Cross-Attention),135,0.8333333333333334
Filo-Priori (w/o Cross-Attention),136,0.75
Filo-Priori (w/o Cross-Attention),137,0.75
Filo-Priori (w/o Cross-Attention),138,0.8333333333333334
Filo-Priori (w/o Cross-Attention),139,0.4230769230769231
Filo-Priori (w/o Cross-Attention),140,0.046875
Filo-Priori (w/o Cross-Attention),141,0.6666666666666666
Filo-Priori (w/o Cross-Attention),142,1.0
Filo-Priori (w/o Cross-Attention),143,0.9166666666666666
Filo-Priori (w/o Cross-Attention),144,0.5909090909090908
Filo-Priori (w/o Cross-Attention),145,0.7000000000000001
Filo-Priori (w/o Cross-Attention),146,0.9545454545454546
Filo-Priori (w/o Cross-Attention),147,0.9285714285714286
Filo-Priori (w/o Cross-Attention),148,0.875
Filo-Priori (w/o Cross-Attention),149,1.0
Filo-Priori (w/o Cross-Attention),150,0.5
Filo-Priori (w/o Cross-Attention),151,1.0
Filo-Priori (w/o Cross-Attention),152,0.49999999999999994
Filo-Priori (w/o Cross-Attention),153,0.8333333333333334
Filo-Priori (w/o Cross-Attention),154,1.0
Filo-Priori (w/o Cross-Attention),155,1.0
Filo-Priori (w/o Cross-Attention),156,0.8125
Filo-Priori (w/o Cross-Attention),157,0.4166666666666667
Filo-Priori (w/o Cross-Attention),158,0.6133720930232558
Filo-Priori (w/o Cross-Attention),159,0.9
Filo-Priori (w/o Cross-Attention),160,0.5161290322580645
Filo-Priori (w/o Cross-Attention),161,0.5208333333333334
Filo-Priori (w/o Cross-Attention),162,0.6527777777777778
Filo-Priori (w/o Cross-Attention),163,0.5663265306122449
Filo-Priori (w/o Cross-Attention),164,0.4473684210526316
Filo-Priori (w/o Cross-Attention),165,0.9779411764705882
Filo-Priori (w/o Cross-Attention),166,1.0
Filo-Priori (w/o Cross-Attention),167,0.3461538461538461
Filo-Priori (w/o Cross-Attention),168,0.71875
Filo-Priori (w/o Cross-Attention),169,0.7127862595419847
Filo-Priori (w/o Cross-Attention),170,0.5
Filo-Priori (w/o Cross-Attention),171,0.8409090909090909
Filo-Priori (w/o Cross-Attention),172,0.9444444444444444
Filo-Priori (w/o Cross-Attention),173,0.49999999999999994
Filo-Priori (w/o Cross-Attention),174,0.7916666666666667
Filo-Priori (w/o Cross-Attention),175,0.32870370370370366
Filo-Priori (w/o Cross-Attention),176,0.44875
Filo-Priori (w/o Cross-Attention),177,0.8863636363636364
Filo-Priori (w/o Cross-Attention),178,0.3826530612244898
Filo-Priori (w/o Cross-Attention),179,0.9067796610169492
Filo-Priori (w/o Cross-Attention),180,0.375
Filo-Priori (w/o Cross-Attention),181,0.9117647058823529
Filo-Priori (w/o Cross-Attention),182,0.9375
Filo-Priori (w/o Cross-Attention),183,0.9905660377358491
Filo-Priori (w/o Cross-Attention),184,0.53125
Filo-Priori (w/o Cross-Attention),185,0.3787878787878788
Filo-Priori (w/o Cross-Attention),186,0.24999999999999994
Filo-Priori (w/o Cross-Attention),187,0.8928571428571429
Filo-Priori (w/o Cross-Attention),188,0.5
Filo-Priori (w/o Cross-Attention),189,0.90625
Filo-Priori (w/o Cross-Attention),190,0.7499999999999999
Filo-Priori (w/o Cross-Attention),191,0.8333333333333333
Filo-Priori (w/o Cross-Attention),192,0.15000000000000005
Filo-Priori (w/o Cross-Attention),193,0.9375
Filo-Priori (w/o Cross-Attention),194,0.4583333333333333
Filo-Priori (w/o Cross-Attention),195,1.0
Filo-Priori (w/o Cross-Attention),196,0.5590277777777778
Filo-Priori (w/o Cross-Attention),197,0.7045454545454546
Filo-Priori (w/o Cross-Attention),198,0.9166666666666666
Filo-Priori (w/o Cross-Attention),199,0.6824324324324325
Filo-Priori (w/o Cross-Attention),200,0.8846153846153847
Filo-Priori (w/o Cross-Attention),201,0.7692307692307693
Filo-Priori (w/o Cross-Attention),202,0.6578947368421052
Filo-Priori (w/o Cross-Attention),203,0.055555555555555566
Filo-Priori (w/o Cross-Attention),204,0.5714285714285714
Filo-Priori (w/o Cross-Attention),205,0.5064102564102565
Filo-Priori (w/o Cross-Attention),206,0.5390243902439025
Filo-Priori (w/o Cross-Attention),207,0.875
Filo-Priori (w/o Cross-Attention),208,0.25735294117647056
Filo-Priori (w/o Cross-Attention),209,0.6666666666666666
Filo-Priori (w/o Cross-Attention),210,1.0
Filo-Priori (w/o Cross-Attention),211,0.9444444444444444
Filo-Priori (w/o Cross-Attention),212,0.5234375
Filo-Priori (w/o Cross-Attention),213,0.6607142857142857
Filo-Priori (w/o Cross-Attention),214,0.7000000000000001
Filo-Priori (w/o Cross-Attention),215,0.325
Filo-Priori (w/o Cross-Attention),216,0.3461538461538461
Filo-Priori (w/o Cross-Attention),217,0.7045454545454546
Filo-Priori (w/o Cross-Attention),218,0.4333333333333334
Filo-Priori (w/o Cross-Attention),219,0.14285714285714285
Filo-Priori (w/o Cross-Attention),220,0.638888888888889
Filo-Priori (w/o Cross-Attention),221,0.49999999999999994
Filo-Priori (w/o Cross-Attention),222,0.3823529411764706
Filo-Priori (w/o Cross-Attention),223,0.8571428571428571
Filo-Priori (w/o Cross-Attention),224,0.6333333333333334
Filo-Priori (w/o Cross-Attention),225,0.19318181818181818
Filo-Priori (w/o Cross-Attention),226,0.49999999999999994
Filo-Priori (w/o Cross-Attention),227,0.8809523809523809
Filo-Priori (w/o Cross-Attention),228,1.0
Filo-Priori (w/o Cross-Attention),229,0.8333333333333334
Filo-Priori (w/o Cross-Attention),230,0.16666666666666669
Filo-Priori (w/o Cross-Attention),231,1.0
Filo-Priori (w/o Cross-Attention),232,0.7666666666666667
Filo-Priori (w/o Cross-Attention),233,1.0
Filo-Priori (w/o Cross-Attention),234,0.9
Filo-Priori (w/o Cross-Attention),235,0.12500000000000003
Filo-Priori (w/o Cross-Attention),236,0.9325396825396826
Filo-Priori (w/o Cross-Attention),237,0.8209134615384615
Filo-Priori (w/o Cross-Attention),238,1.0
Filo-Priori (w/o Cross-Attention),239,0.9
Filo-Priori (w/o Cross-Attention),240,0.6428571428571429
Filo-Priori (w/o Cross-Attention),241,0.5319148936170214
Filo-Priori (w/o Cross-Attention),242,0.589622641509434
Filo-Priori (w/o Cross-Attention),243,0.045454545454545435
Filo-Priori (w/o Cross-Attention),244,0.375
Filo-Priori (w/o Cross-Attention),245,0.875
Filo-Priori (w/o Cross-Attention),246,0.5156249999999999
Filo-Priori (w/o Cross-Attention),247,0.6000000000000001
Filo-Priori (w/o Cross-Attention),248,0.8333333333333334
Filo-Priori (w/o Cross-Attention),249,0.596774193548387
Filo-Priori (w/o Cross-Attention),250,0.1875
Filo-Priori (w/o Cross-Attention),251,0.3571428571428571
Filo-Priori (w/o Cross-Attention),252,0.1785714285714286
Filo-Priori (w/o Cross-Attention),253,0.6249999999999999
Filo-Priori (w/o Cross-Attention),254,0.8333333333333334
Filo-Priori (w/o Cross-Attention),255,0.9285714285714286
Filo-Priori (w/o Cross-Attention),256,1.0
Filo-Priori (w/o Cross-Attention),257,0.10294117647058826
Filo-Priori (w/o Cross-Attention),258,0.5909090909090908
Filo-Priori (w/o Cross-Attention),259,0.08333333333333329
Filo-Priori (w/o Cross-Attention),260,0.5
Filo-Priori (w/o Cross-Attention),261,0.75
Filo-Priori (w/o Cross-Attention),262,0.9166666666666666
Filo-Priori (w/o Cross-Attention),263,0.5833333333333334
Filo-Priori (w/o Cross-Attention),264,0.5
Filo-Priori (w/o Cross-Attention),265,1.0
Filo-Priori (w/o Cross-Attention),266,1.0
Filo-Priori (w/o Cross-Attention),267,0.43181818181818177
Filo-Priori (w/o Cross-Attention),268,0.07894736842105261
Filo-Priori (w/o Cross-Attention),269,0.9821428571428571
Filo-Priori (w/o Cross-Attention),270,0.5357142857142857
Filo-Priori (w/o Cross-Attention),271,0.41304347826086957
Filo-Priori (w/o Cross-Attention),272,0.85
Filo-Priori (w/o Cross-Attention),273,0.27631578947368424
Filo-Priori (w/o Cross-Attention),274,0.5625
Filo-Priori (w/o Cross-Attention),275,0.8181818181818181
Filo-Priori (w/o Cross-Attention),276,0.2727272727272727
