method_name,build_id,apfd
Filo-Priori (w/o Semantic),0,0.9444444444444444
Filo-Priori (w/o Semantic),1,0.7000000000000001
Filo-Priori (w/o Semantic),2,0.11602870813397125
Filo-Priori (w/o Semantic),3,0.30000000000000004
Filo-Priori (w/o Semantic),4,0.3
Filo-Priori (w/o Semantic),5,0.37499999999999994
Filo-Priori (w/o Semantic),6,0.8333333333333334
Filo-Priori (w/o Semantic),7,0.140625
Filo-Priori (w/o Semantic),8,0.8310810810810811
Filo-Priori (w/o Semantic),9,0.045454545454545435
Filo-Priori (w/o Semantic),10,0.66
Filo-Priori (w/o Semantic),11,0.5249999999999999
Filo-Priori (w/o Semantic),12,0.7727272727272727
Filo-Priori (w/o Semantic),13,0.18421052631578944
Filo-Priori (w/o Semantic),14,0.25000000000000006
Filo-Priori (w/o Semantic),15,0.17307692307692304
Filo-Priori (w/o Semantic),16,0.6875
Filo-Priori (w/o Semantic),17,0.4375
Filo-Priori (w/o Semantic),18,0.9827586206896551
Filo-Priori (w/o Semantic),19,0.85
Filo-Priori (w/o Semantic),20,0.5217391304347826
Filo-Priori (w/o Semantic),21,0.75
Filo-Priori (w/o Semantic),22,0.2142857142857143
Filo-Priori (w/o Semantic),23,0.21999999999999997
Filo-Priori (w/o Semantic),24,1.0
Filo-Priori (w/o Semantic),25,0.16666666666666663
Filo-Priori (w/o Semantic),26,0.7325581395348837
Filo-Priori (w/o Semantic),27,0.9166666666666666
Filo-Priori (w/o Semantic),28,0.8214285714285715
Filo-Priori (w/o Semantic),29,0.49999999999999994
Filo-Priori (w/o Semantic),30,0.945
Filo-Priori (w/o Semantic),31,0.7666666666666667
Filo-Priori (w/o Semantic),32,0.6287878787878788
Filo-Priori (w/o Semantic),33,1.0
Filo-Priori (w/o Semantic),34,0.52
Filo-Priori (w/o Semantic),35,0.35000000000000003
Filo-Priori (w/o Semantic),36,0.08333333333333329
Filo-Priori (w/o Semantic),37,0.9
Filo-Priori (w/o Semantic),38,0.7525252525252526
Filo-Priori (w/o Semantic),39,0.5638297872340426
Filo-Priori (w/o Semantic),40,1.0
Filo-Priori (w/o Semantic),41,0.8076923076923077
Filo-Priori (w/o Semantic),42,0.7499999999999999
Filo-Priori (w/o Semantic),43,0.5
Filo-Priori (w/o Semantic),44,0.9107142857142857
Filo-Priori (w/o Semantic),45,0.36666666666666664
Filo-Priori (w/o Semantic),46,0.5625
Filo-Priori (w/o Semantic),47,0.8870192307692307
Filo-Priori (w/o Semantic),48,0.9500000000000001
Filo-Priori (w/o Semantic),49,0.9545454545454546
Filo-Priori (w/o Semantic),50,0.8161764705882353
Filo-Priori (w/o Semantic),51,0.6458333333333334
Filo-Priori (w/o Semantic),52,0.712121212121212
Filo-Priori (w/o Semantic),53,0.5397727272727272
Filo-Priori (w/o Semantic),54,0.4005847953216375
Filo-Priori (w/o Semantic),55,0.7559523809523809
Filo-Priori (w/o Semantic),56,0.9444444444444444
Filo-Priori (w/o Semantic),57,0.5333333333333333
Filo-Priori (w/o Semantic),58,0.46875
Filo-Priori (w/o Semantic),59,0.75
Filo-Priori (w/o Semantic),60,0.34090909090909094
Filo-Priori (w/o Semantic),61,0.4
Filo-Priori (w/o Semantic),62,0.49999999999999994
Filo-Priori (w/o Semantic),63,0.8125
Filo-Priori (w/o Semantic),64,0.21875
Filo-Priori (w/o Semantic),65,0.038461538461538505
Filo-Priori (w/o Semantic),66,0.875
Filo-Priori (w/o Semantic),67,0.5942307692307692
Filo-Priori (w/o Semantic),68,0.5089285714285714
Filo-Priori (w/o Semantic),69,0.5
Filo-Priori (w/o Semantic),70,0.7499999999999999
Filo-Priori (w/o Semantic),71,0.7295454545454546
Filo-Priori (w/o Semantic),72,0.75
Filo-Priori (w/o Semantic),73,0.8076923076923077
Filo-Priori (w/o Semantic),74,0.19444444444444448
Filo-Priori (w/o Semantic),75,0.25000000000000006
Filo-Priori (w/o Semantic),76,0.59
Filo-Priori (w/o Semantic),77,0.6333333333333334
Filo-Priori (w/o Semantic),78,0.7088607594936709
Filo-Priori (w/o Semantic),79,0.9375
Filo-Priori (w/o Semantic),80,0.33333333333333337
Filo-Priori (w/o Semantic),81,0.875
Filo-Priori (w/o Semantic),82,0.7647058823529411
Filo-Priori (w/o Semantic),83,0.7857142857142857
Filo-Priori (w/o Semantic),84,1.0
Filo-Priori (w/o Semantic),85,0.35714285714285715
Filo-Priori (w/o Semantic),86,0.9583333333333334
Filo-Priori (w/o Semantic),87,0.75
Filo-Priori (w/o Semantic),88,0.6749999999999999
Filo-Priori (w/o Semantic),89,0.9722222222222222
Filo-Priori (w/o Semantic),90,0.75
Filo-Priori (w/o Semantic),91,0.3
Filo-Priori (w/o Semantic),92,0.9
Filo-Priori (w/o Semantic),93,0.9583333333333334
Filo-Priori (w/o Semantic),94,0.9705882352941176
Filo-Priori (w/o Semantic),95,0.5833333333333334
Filo-Priori (w/o Semantic),96,0.3
Filo-Priori (w/o Semantic),97,0.8
Filo-Priori (w/o Semantic),98,0.48913043478260876
Filo-Priori (w/o Semantic),99,0.7000000000000001
Filo-Priori (w/o Semantic),100,0.9583333333333334
Filo-Priori (w/o Semantic),101,0.8958333333333333
Filo-Priori (w/o Semantic),102,0.5650000000000001
Filo-Priori (w/o Semantic),103,0.7708333333333333
Filo-Priori (w/o Semantic),104,0.96875
Filo-Priori (w/o Semantic),105,0.9583333333333334
Filo-Priori (w/o Semantic),106,0.75
Filo-Priori (w/o Semantic),107,0.5714285714285714
Filo-Priori (w/o Semantic),108,1.0
Filo-Priori (w/o Semantic),109,0.875
Filo-Priori (w/o Semantic),110,0.25000000000000006
Filo-Priori (w/o Semantic),111,0.4444444444444444
Filo-Priori (w/o Semantic),112,0.875
Filo-Priori (w/o Semantic),113,1.0
Filo-Priori (w/o Semantic),114,0.49999999999999994
Filo-Priori (w/o Semantic),115,0.62
Filo-Priori (w/o Semantic),116,0.22500000000000003
Filo-Priori (w/o Semantic),117,0.6304347826086957
Filo-Priori (w/o Semantic),118,0.6428571428571429
Filo-Priori (w/o Semantic),119,0.892156862745098
Filo-Priori (w/o Semantic),120,0.9
Filo-Priori (w/o Semantic),121,0.7727272727272727
Filo-Priori (w/o Semantic),122,0.18750000000000003
Filo-Priori (w/o Semantic),123,0.5
Filo-Priori (w/o Semantic),124,0.375
Filo-Priori (w/o Semantic),125,0.49999999999999994
Filo-Priori (w/o Semantic),126,0.5833333333333334
Filo-Priori (w/o Semantic),127,0.5657894736842105
Filo-Priori (w/o Semantic),128,0.7613636363636364
Filo-Priori (w/o Semantic),129,1.0
Filo-Priori (w/o Semantic),130,0.9
Filo-Priori (w/o Semantic),131,1.0
Filo-Priori (w/o Semantic),132,0.9
Filo-Priori (w/o Semantic),133,0.5
Filo-Priori (w/o Semantic),134,0.4523809523809524
Filo-Priori (w/o Semantic),135,0.8333333333333334
Filo-Priori (w/o Semantic),136,0.75
Filo-Priori (w/o Semantic),137,0.75
Filo-Priori (w/o Semantic),138,0.16666666666666669
Filo-Priori (w/o Semantic),139,0.3461538461538462
Filo-Priori (w/o Semantic),140,0.84375
Filo-Priori (w/o Semantic),141,0.3333333333333333
Filo-Priori (w/o Semantic),142,1.0
Filo-Priori (w/o Semantic),143,0.7499999999999999
Filo-Priori (w/o Semantic),144,0.5
Filo-Priori (w/o Semantic),145,0.49999999999999994
Filo-Priori (w/o Semantic),146,0.9545454545454546
Filo-Priori (w/o Semantic),147,0.9285714285714286
Filo-Priori (w/o Semantic),148,0.625
Filo-Priori (w/o Semantic),149,1.0
Filo-Priori (w/o Semantic),150,0.5
Filo-Priori (w/o Semantic),151,1.0
Filo-Priori (w/o Semantic),152,0.49999999999999994
Filo-Priori (w/o Semantic),153,0.8333333333333334
Filo-Priori (w/o Semantic),154,1.0
Filo-Priori (w/o Semantic),155,1.0
Filo-Priori (w/o Semantic),156,0.8125
Filo-Priori (w/o Semantic),157,0.4166666666666667
Filo-Priori (w/o Semantic),158,0.7267441860465116
